Title,Author,Average rating,Number of Ratings,Year,Book description,Book image,Genre
What It Is (Hardcover),Lynda Barry,4.13,19198,2008,"How do objects summon memories? What do real images feel like? For decades, these types of questions have permeated the pages of Lynda Barry’s compositions, with words attracting pictures and conjuring places through a pen that first and foremost keeps on moving.  demonstrates a tried-and-true creative method that is playful, powerful, and accessible to anyone wiHow do objects summon memories? What do real images feel like? For decades, these types of questions have permeated the pages of Lynda Barry’s compositions, with words attracting pictures and conjuring places through a pen that first and foremost keeps on moving.  demonstrates a tried-and-true creative method that is playful, powerful, and accessible to anyone with an inquisitive wish to write or to remember. Composed of completely new material, each page of Barry’s first Drawn & Quarterly book is a full-color collage that is not only a gentle guide to this process but an invigorating example of exactly what it is: “The ordinary is extraordinary.”",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327941643l/2086132.jpg,"['Sequential Art', 'Graphic Novels', 'Art', 'Language', 'Writing', 'Sequential Art', 'Comics', 'Nonfiction', 'Autobiography', 'Memoir', 'Graphic Novels Comics', 'Sequential Art', 'Comix', 'Biography', 'How To']"
The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War (Paperback),Lynn H. Nicholas,3.92,7338,1994,"The story told in this superbly researched and suspenseful book is that of the Third Reich's war on European culture and the Allies' desperate effort to preserve it. From the Nazi purges of 'degenerate art' and Goering's shopping sprees in occupied Paris to the perilous journey of the 'Mona Lisa' from Paris and the painstaking reclamation of the priceless treasures of libeThe story told in this superbly researched and suspenseful book is that of the Third Reich's war on European culture and the Allies' desperate effort to preserve it. From the Nazi purges of 'degenerate art' and Goering's shopping sprees in occupied Paris to the perilous journey of the 'Mona Lisa' from Paris and the painstaking reclamation of the priceless treasures of liberated Italy,  is a sweeping narrative of greed, philistinism, and heroism that combines superlative scholarship with a compelling drama.The cast of characters includes Hitler and Goering, Gertrude Stein and Marc Chagall--not to mention works by artists from Leonardo da Vinci to Pablo Picasso.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388287648l/227540.jpg,"['History', 'Nonfiction', 'Art', 'Art', 'Art History', 'War', 'World War II', 'War', 'History', 'European History', 'Historical', 'Cultural', 'Germany', 'Museology', 'Museums']"
Art Before Breakfast: A Zillion Ways to be More Creative No Matter How Busy You Are (Paperback),Danny Gregory,4.00,1910,2015,"Packed with the signature can-do attitude that makes beloved artist Danny Gregory a creativity guru to thousands across the globe, this unique guide serves up a hearty helping of inspiration. For aspiring artists who want to draw and paint but just can't seem to find time in the day, Gregory offers 5– to 10–minute exercises for every skill level that fit into any schedule—Packed with the signature can-do attitude that makes beloved artist Danny Gregory a creativity guru to thousands across the globe, this unique guide serves up a hearty helping of inspiration. For aspiring artists who want to draw and paint but just can't seem to find time in the day, Gregory offers 5– to 10–minute exercises for every skill level that fit into any schedule—whether on a plane, in a meeting, or at the breakfast table—along with practical instruction on techniques and materials, plus strategies for making work that's exciting, unintimidating, and fulfilling. Filled with Gregory's encouraging words and motivating illustrations,  teaches readers how to develop a creative habit and lead a richer life through making art.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415585305l/22553690.jpg,"['Art', 'Nonfiction', 'Self Help', 'Art', 'Drawing', 'Art', 'Crafts', 'Language', 'Writing', 'How To', 'Design', 'Sequential Art', 'Graphic Novels', 'Art', 'Art Design']"
"The Forger's Spell: A True Story of Vermeer, Nazis, and the Greatest Art Hoax of the Twentieth Century (Hardcover)",Edward Dolnick,3.85,4240,2008,"As riveting as a World War II thriller, The Forger's Spell is the true story of Johannes Vermeer and the small-time Dutch painter who dared to impersonate him centuries later. The con man's mark was Hermann Goering, one of the most reviled leaders of Nazi Germany and a fanatic collector of art.It was an almost perfect crime. For seven years a no-account painter named Han vAs riveting as a World War II thriller, The Forger's Spell is the true story of Johannes Vermeer and the small-time Dutch painter who dared to impersonate him centuries later. The con man's mark was Hermann Goering, one of the most reviled leaders of Nazi Germany and a fanatic collector of art.It was an almost perfect crime. For seven years a no-account painter named Han van Meegeren managed to pass off his paintings as those of one of the most beloved and admired artists who ever lived. But, as Edward Dolnick reveals, the reason for the forger's success was not his artistic skill. Van Meegeren was a mediocre artist. His true genius lay in psychological manipulation, and he came within inches of fooling both the Nazis and the world. Instead, he landed in an Amsterdam court on trial for his life.ARTnews called Dolnick's previous book, the Edgar Award-winning The Rescue Artist, ""the best book ever written on art crime."" In The Forger's Spell, the stage is bigger, the stakes are higher, and the villains are blacker.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342587051l/2917848.jpg,"['Nonfiction', 'Art', 'History', 'Art', 'Art History', 'Crime', 'True Crime', 'Mystery', 'Crime', 'War', 'World War II', 'Biography', 'Historical', 'War']"
The Lady and the Unicorn (Paperback),Tracy Chevalier,3.69,43359,2003,"A tour de force of history and imagination, The Lady and the Unicorn is Tracy Chevalier’s answer to the mystery behind one of the art world’s great masterpieces—a set of bewitching medieval tapestries that hangs today in the Cluny Museum in Paris. They appear to portray the seduction of a unicorn, but the story behind their making is unknown—until now.Paris, 1490.  A shrewA tour de force of history and imagination, The Lady and the Unicorn is Tracy Chevalier’s answer to the mystery behind one of the art world’s great masterpieces—a set of bewitching medieval tapestries that hangs today in the Cluny Museum in Paris. They appear to portray the seduction of a unicorn, but the story behind their making is unknown—until now.Paris, 1490.  A shrewd French nobleman commissions six lavish tapestries celebrating his rising status at Court. He hires the charismatic, arrogant, sublimely talented Nicolas des Innocents to design them. Nicolas creates havoc among the women in the house—mother and daughter, servant, and lady-in-waiting—before taking his designs north to the Brussels workshop where the tapestries are to be woven. There, master weaver Georges de la Chapelle risks everything he has to finish the tapestries—his finest, most intricate work—on time for his exacting French client. The results change all their lives—lives that have been captured in the tapestries, for those who know where to look.In The Lady and the Unicorn, Tracy Chevalier weaves fact and fiction into a beautiful, timeless, and intriguing literary tapestry—an extraordinary story exquisitely told.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311281285l/89788.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Art', 'Cultural', 'France', 'Romance', 'Historical', 'Medieval', 'Adult Fiction', 'Art', 'Art History', 'Adult']"
Maybe Something Beautiful: How Art Transformed a Neighborhood (Hardcover),F. Isabel Campoy,4.26,2621,2016,"What good can a splash of color do in a community of gray? As Mira and her neighbors discover, more than you might ever imagine! Based on the true story of the Urban Art Trail in San Diego, California,  reveals how art can inspire transformation and how even the smallest artists can accomplish something big. Pick up a paintbrush and join the celebrWhat good can a splash of color do in a community of gray? As Mira and her neighbors discover, more than you might ever imagine! Based on the true story of the Urban Art Trail in San Diego, California,  reveals how art can inspire transformation and how even the smallest artists can accomplish something big. Pick up a paintbrush and join the celebration!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436842355l/25897837._SX318_.jpg,"['Childrens', 'Picture Books', 'Art', 'Childrens', 'Realistic Fiction', 'Cultural', 'Childrens', 'Storytime', 'Nonfiction', 'Inspirational', 'Kids', 'Social Issues', 'Activism']"
History of Modern Art: Painting Sculpture Architecture Photography (Paperback),H. Harvard Arnason,3.98,8016,1968,"For undergraduate course in Modern Art, Origins of Modernism, Art Since 1945, Contemporary Art and other courses focusing on art in the 20th century. Long considered the survey of modern art, this engrossing and liberally illustrated text traces the development of trends and influences in painting, sculpture, photography and architecture from the mid-nineteenth century to For undergraduate course in Modern Art, Origins of Modernism, Art Since 1945, Contemporary Art and other courses focusing on art in the 20th century. Long considered the survey of modern art, this engrossing and liberally illustrated text traces the development of trends and influences in painting, sculpture, photography and architecture from the mid-nineteenth century to the present day. Retaining its comprehensive nature and chronological approach, it now comes thoroughly reworked by Michael Bird, an experienced art history editor and writer, with refreshing new analyses, a considerably expanded picture program, and a more absorbing and unified narrative.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387715843l/162763.jpg,"['Art', 'Art', 'Art History', 'Nonfiction', 'History', 'Reference', 'Architecture', 'Textbooks', 'Art', 'Photography', 'Academic', 'School', 'Literature', '20th Century']"
The Magic Mirror of M.C. Escher (Hardcover),Bruno Ernst,4.14,13927,1976,"""A woman once rang me up and said, 'Mr. Escher, I am absolutely crazy about your work. In your print Reptiles you have given such a striking illustration of reincarnation.' I replied, 'Madame, if that's the way you see it, so be it, '"" An engagingly sly comment by the renowned Dutch graphic artist Maurits Cornelis Escher (1898-1972)--the complex ambiguities of whose work l""A woman once rang me up and said, 'Mr. Escher, I am absolutely crazy about your work. In your print Reptiles you have given such a striking illustration of reincarnation.' I replied, 'Madame, if that's the way you see it, so be it, '"" An engagingly sly comment by the renowned Dutch graphic artist Maurits Cornelis Escher (1898-1972)--the complex ambiguities of whose work leave hasty or single-minded interpretations far behind. Long before the first computer-generated 3-D images were thrilling the public, Escher was a master of the third dimension. His lithograph ""Magic Mirror"" dates as far back as 1946. In taking that title for this book, mathematician Bruno Ernst is stressing the magic spell Escher's work invariably casts on those who see it. Ernst visited Escher every week for a year, systematically talking through his entire oeuvre with him. Their discussions resulted in a friendship that gave Ernst intimate access to the life and conceptual world of Escher. Ernst's account was meticulously scrutinized and made accurate by the artist himself. Escher's work refuses to be pigeonholed. Scientific, psychological, or aesthetic criteria alone cannot do it justice. The questions remain. Why did he create the pictures? How did he construct them? What preliminary studies were necessary before he could arrive at the final version? And how are the various images Escher created interrelated? This book, complete with biographical data, 250 illustrations, and explications of mathematical problems, offers answers to these and many other questions, and is an authentic source text of the first order.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388608974l/276289.jpg,"['Art', 'Nonfiction', 'Biography', 'Reference', 'Design', 'Art', 'Art History', 'Science', 'Science', 'Mathematics', 'Humanities', 'Anthologies', 'Collections']"
The Golden Mean (Griffin & Sabine #3),Nick Bantock,4.17,9123,1993," ended with a disturbing disclosure--Griff and Sabine had somehow eluded each other once again.  beings with an even more disturbing development:I was sure I understood. Yet you were notI received your Paris card. I waited but you did not returne the 23rd. I waited until the 31st, but you did not return. What happened? Where are you?--SabineSabine's Notebook ended with a disturbing disclosure--Griff and Sabine had somehow eluded each other once again. The Golden Mean beings with an even more disturbing development:I was sure I understood. Yet you were not here when I returned and there was no sign that you ever had been here... Today comes your card saying you were in this house for three days after my return. I am bewildered...--GriffinIt seems that each cannot exist in the presence of the other. Yet neither can continue without the presence of the other. And so, in this final volume of the Griffin & Sabine trilogy, they struggle against the mysterious forces that keep them apart. Time is running out: Sabine's crystalline visions of Griffin's artwork grow cloudy and dim, and a threatening stranger begins to appear everywhere she goes. The Golden Mean is the tale of Griffin and Sabine's journey towards one another, sometimes dreamy, sometimes desperate, sometimes nightmarish. The golden mean--the harmony of perfect balance--is what they seek in the haunting conclusion of this extraordinary correspondence.Told in the compelling style of the first two best-selling volumes of the trilogy, The Golden Mean allows readers to open richly decorated envelopes and draw forth intricately illustrated letters, to decipher the quirky handwritten postcards with their macabre and magical artwork, to indulge, in other words, in the wonderfully illicit activity of reading someone else's mail.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356716275l/402022.jpg,"['Fiction', 'Art', 'Fantasy', 'Romance', 'Sequential Art', 'Graphic Novels', 'Mystery', 'Magical Realism', 'Adult Fiction', 'Adult', 'Contemporary']"
Sacré Bleu (Kindle Edition),Christopher Moore,3.78,31938,2012,"“Christopher Moore is a very sick man, in the very best sense of that word.”—Carl Hiassen“[Moore’s novels] deftly blend surreal, occult, and even science-fiction doings with laugh-out-loud satire of contemporary culture.”—Washington Post“If there’s a funnier writer out there, step forward.”—PlayboyAbsolutely nothing is sacred to Christopher Moore. The phenomenally popular,“Christopher Moore is a very sick man, in the very best sense of that word.”—Carl Hiassen“[Moore’s novels] deftly blend surreal, occult, and even science-fiction doings with laugh-out-loud satire of contemporary culture.”—Washington Post“If there’s a funnier writer out there, step forward.”—PlayboyAbsolutely nothing is sacred to Christopher Moore. The phenomenally popular, New York Times bestselling satirist whom the Atlanta Journal-Constitution calls, “Stephen King with a whoopee cushion and a double-espresso imagination” has already lampooned Shakespeare, San Francisco vampires, marine biologists, Death…even Jesus Christ and Santa Claus! Now, in his latest masterpiece, Sacré Bleu, the immortal Moore takes on the Great French Masters. A magnificent “Comedy d’Art” from the author of Lamb, Fool, and Bite Me, Moore’s Sacré Bleu is part mystery, part history (sort of), part love story, and wholly hilarious as it follows a young baker-painter as he joins the dapper Henri Toulouse-Lautrec on a quest to unravel the mystery behind the supposed “suicide” of Vincent van Gogh.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528319853l/40409748.jpg,"['Fiction', 'Humor', 'Historical', 'Historical Fiction', 'Fantasy', 'Art', 'Humor', 'Comedy', 'Mystery', 'Historical', 'Cultural', 'France', 'Audiobook']"
Anatomy for the Artist (Spiral-bound),Jenő Barcsay,4.05,32909,1953,"It’s the classic in its field—a reference work of unparalleled importance for all professionals and students of art.   This superb art manual is the best guide available on a subject that has fascinated artists for centuries: the human body. Jenö Barcsay, a professor who taught applied anatomy at the Budapest Academy of Fine Arts, offers a detailed portrayal of the body foIt’s the classic in its field—a reference work of unparalleled importance for all professionals and students of art.   This superb art manual is the best guide available on a subject that has fascinated artists for centuries: the human body. Jenö Barcsay, a professor who taught applied anatomy at the Budapest Academy of Fine Arts, offers a detailed portrayal of the body for the fine artist in 142 full-page plates. From the entire skeleton and the joints in and out of motion to all the muscles and even facial characteristics, every body part appears in close-up and from varying perspectives. Accompanying the images are brief discussions of male and female anatomical construction, explaining precisely the articulations and movement of the foot, the arm, the trunk, the spinal column, and the skull. In many cases, two sketches appear side by side: one just lightly traced in, and marked with letters to show how proportions and perspective were figured, and another fully finished drawing. Without the indispensable information contained on these illuminating pages, painters cannot observe with understanding all the attitudes, positions, and movements of which the body is capable—and produce a truly magnificent work of art. Features a new concealed spiral that keeps the book open as you work!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328858785l/327246.jpg,"['Art', 'Nonfiction', 'Reference', 'Art', 'Drawing', 'Art', 'Art Design', 'Science', 'Sequential Art', 'Graphic Novels', 'Classics', 'Design']"
The Day the Crayons Quit (Hardcover),Drew Daywalt,4.38,49887,2013,"Poor Duncan just wants to color. But when he opens his box of crayons, he finds only letters, all saying the same thing: We quit!Beige is tired of playing second fiddle to Brown. Blue needs a break from coloring all that water, while Pink just wants to be used. Green has no complaints, but Orange and Yellow are no longer speaking to each other. What is Duncan to do? Debut Poor Duncan just wants to color. But when he opens his box of crayons, he finds only letters, all saying the same thing: We quit!Beige is tired of playing second fiddle to Brown. Blue needs a break from coloring all that water, while Pink just wants to be used. Green has no complaints, but Orange and Yellow are no longer speaking to each other. What is Duncan to do? Debut author Drew Daywalt and  bestseller Oliver Jeffers create a colorful solution in this playful, imaginative story that will have children laughing and playing with their crayons in a whole new way.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397425766l/16101018.jpg,"['Childrens', 'Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Childrens', 'Storytime', 'Kids', 'Academic', 'School', 'Childrens', 'Juvenile']"
"The Age of Insight: The Quest to Understand the Unconscious in Art, Mind, and Brain from Vienna 1900 to the Present (Hardcover)",Eric R. Kandel,4.26,1657,2012,"A brilliant book by Nobel Prize winner Eric R. Kandel,  takes us to Vienna 1900, where leaders in science, medicine, and art began a revolution that changed forever how we think about the human mind—our conscious and unconscious thoughts and emotions—and how mind and brain relate to art.    At the turn of the century, Vienna was the cultural capital of EuA brilliant book by Nobel Prize winner Eric R. Kandel,  takes us to Vienna 1900, where leaders in science, medicine, and art began a revolution that changed forever how we think about the human mind—our conscious and unconscious thoughts and emotions—and how mind and brain relate to art.    At the turn of the century, Vienna was the cultural capital of Europe. Artists and scientists met in glittering salons, where they freely exchanged ideas that led to revolutionary breakthroughs in psychology, brain science, literature, and art. Kandel takes us into the world of Vienna to trace, in rich and rewarding detail, the ideas and advances made then, and their enduring influence today.   The Vienna School of Medicine led the way with its realization that truth lies hidden beneath the surface. That principle infused Viennese culture and strongly influenced the other pioneers of Vienna 1900. Sigmund Freud shocked the world with his insights into how our everyday unconscious aggressive and erotic desires are repressed and disguised in symbols, dreams, and behavior. Arthur Schnitzler revealed women’s unconscious sexuality in his novels through his innovative use of the interior monologue. Gustav Klimt, Oscar Kokoschka, and Egon Schiele created startlingly evocative and honest portraits that expressed unconscious lust, desire, anxiety, and the fear of death.   Kandel tells the story of how these pioneers—Freud, Schnitzler, Klimt, Kokoschka, and Schiele—inspired by the Vienna School of Medicine, in turn influenced the founders of the Vienna School of Art History to ask pivotal questions such as What does the viewer bring to a work of art? How does the beholder respond to it? These questions prompted new and ongoing discoveries in psychology and brain biology, leading to revelations about how we see and perceive, how we think and feel, and how we respond to and create works of art. Kandel, one of the leading scientific thinkers of our time, places these five innovators in the context of today’s cutting-edge science and gives us a new understanding of the modernist art of Klimt, Kokoschka, and Schiele, as well as the school of thought of Freud and Schnitzler. Reinvigorating the intellectual enquiry that began in Vienna 1900,  is a wonderfully written, superbly researched, and beautifully illustrated book that also provides a foundation for future work in neuroscience and the humanities. It is an extraordinary book from an international leader in neuroscience and intellectual history.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333579851l/12263681.jpg,"['Art', 'History', 'Nonfiction', 'Psychology', 'Science', 'Philosophy', 'Biology', 'Neuroscience', 'Art', 'Art History', 'Neuroscience', 'Brain', 'Cultural']"
Gnomes (Hardcover),Wil Huygen,4.04,31819,1976,"Abrams launched Gnomes into the hearts of Americans in 1977 and quickly racked up astrognomic sales in bookstores across the country, ultimately achieving a 62-week run on the New York Times best-seller list. Come join in the 20th-anniversary fun as gnomania strikes again!Did you know that gnome couples always have twin children? Or that a gnome is seven times as strong asAbrams launched Gnomes into the hearts of Americans in 1977 and quickly racked up astrognomic sales in bookstores across the country, ultimately achieving a 62-week run on the New York Times best-seller list. Come join in the 20th-anniversary fun as gnomania strikes again!Did you know that gnome couples always have twin children? Or that a gnome is seven times as strong as a human? Do you want to hear some gossip from the gnome who knew Rembrandt? Dutch artist Rien Poortvliet's charming illustrations and physician Wil Huygen's detailed observations of the gnomes' habits, anatomy, and lifestyle are a delight for readers of all ages. Children will adore the gnome family's underground home and the constant interaction with animals; adults will appreciate the tongue-in-cheek scientific data. Gnomebody is immune to the gnomes' tremendous appeal--and a whole new generation is waiting to love them for the first time!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463189122l/926908.jpg,"['Fantasy', 'Art', 'Fiction', 'Childrens', 'Childrens', 'Picture Books', 'Humor', 'Fantasy', 'Mythology', 'Folklore', 'Fantasy', 'Fairy Tales', 'Reference']"
The Swan Thieves (Hardcover),Elizabeth Kostova,3.58,33886,2010,"Kostova's masterful new novel travels from American cities to the coast of Normandy, from the late 19th century to the late 20th, from young love to last love. The Swan Thieves is a story of obsession, history's losses, and the power of art to preserve human hope.Psychiatrist Andrew Marlowe, devoted to his profession and the painting hobby he loves, has a solitary but ordeKostova's masterful new novel travels from American cities to the coast of Normandy, from the late 19th century to the late 20th, from young love to last love. The Swan Thieves is a story of obsession, history's losses, and the power of art to preserve human hope.Psychiatrist Andrew Marlowe, devoted to his profession and the painting hobby he loves, has a solitary but ordered life. When renowned painter Robert Oliver attacks a canvas in the National Gallery of Art and becomes his patient, Marlow finds that order destroyed. Desperate to understand the secret that torments the genius, he embarks on a journey that leads him into the lives of the women closest to Oliver and a tragedy at the heart of French Impressionism. Kostova's masterful new novel travels from American cities to the coast of Normandy, from the late 19th century to the late 20th, from young love to last love. The Swan Thieves is a story of obsession, history's losses, and the power of art to preserve human hope.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256542427l/5983057.jpg,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Art', 'Historical', 'Contemporary', 'Romance', 'Literary Fiction', 'Audiobook', 'Adult Fiction']"
The Illusion of Life: Disney Animation (Hardcover),Frank Thomas,4.36,4601,1981,"The most complete book on the subject ever written, this is the fascinating inside story by two long-term Disney animators of the gradual perfecting of a relatively young and particularly American art from, which no other move studio has ever been able to equal. The authors, Frank Thomas and Ollie Johnston, worked with Walt Disney himself as well as other leading figures iThe most complete book on the subject ever written, this is the fascinating inside story by two long-term Disney animators of the gradual perfecting of a relatively young and particularly American art from, which no other move studio has ever been able to equal. The authors, Frank Thomas and Ollie Johnston, worked with Walt Disney himself as well as other leading figures in a half-century of Disney films. They personally animated leading characters in most of the famous films and have decades of close association with the others who helped perfect this extremely difficult and time-consuming art form. Not to be mistaken for just a ""how-to-do-it,"" this voluminously illustrated volume (like the classic Disney films themselves) is intended for everyone to enjoy.Besides relating the painstaking trial-and-error development of Disney's character animation technology, this book irresistibly charms us with almost an overabundance of the original historic drawings used in creating some of the best-loved characters in American culture: Mickey Mouse and Donald Duck, Snow White and Bambi (among many, many others) as well as early sketches used in developing memorable sequences from classic features such as  and . With the full cooperation of Walt Disney Productions and free access to the studio's priceless archives, the authors took unparalleled advantage of their intimate long-term experience with animated films to choose the precise drawings to illustrate their points from among hundreds of thousands of pieces of artwork carefully stored away.The book answers everybody's question about how the amazingly lifelike effects of Disney character animation were achieved, including charming stories of the ways that many favorite animated figures got their unique personalities. From the perspective of two men who had an important role in shaping the art of animation, and within the context of the history of animation and the growth of the Disney studio, this is the definitive volume on the work and achievement of one of America's best-known and most widely loved cultural institutions. Nostalgia and film buffs, students of popular culture, and that very broad audience who warmly responds to the Disney ""illusion of life"" will find this book compelling reading (and looking!).Searching for that perfect gift for the animation fan in your life? Explore more behind-the-scenes stories from Disney Editions:Walt Disney's Ultimate Inventor: The Genius of Ub IwerksOne Day at Disney: Meet the People Who Make the Magic Across the GlobeThe Walt Disney Studios: A Lot to RememberFrom All of Us to All of You: The Disney Christmas CardInk & Paint: The Women of Walt Disney's AnimationOswald the Lucky Rabbit: The Search for the Lost Disney Cartoons, Revised Special EditionDisney Villains: Delightfully Evil - The Creation, The Inspiration, The FascinationThe Art and Flair of Mary Blair: An Appreciation, Updated Edition ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479524921l/106731._SX318_.jpg,"['Art', 'Nonfiction', 'Design', 'Art', 'Drawing', 'Culture', 'Film', 'Reference', 'History', 'Art', 'Art Design', 'Sequential Art', 'Comics', 'Media Tie In']"
The Story of Painting (Hardcover),Wendy Beckett,3.97,4175,1994,"Featuring over 450 masterpieces, this best-selling book includes more than 150 oversized details from key paintings.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046716l/113834.jpg,"['Art', 'Nonfiction', 'History', 'Reference', 'Art', 'Art History', 'Religion', 'Christianity', 'Historical', 'European Literature', 'British Literature', 'Art', 'Crafts', 'Education']"
Perspective Made Easy (Paperback),Ernest Norling,4.24,1528,1939,"Perspective, the author tells us, is easy; yet surprisingly few artists are aware of the simple rules that make it so. This easy-to-follow book — the first devoted entirely to clarifying the laws of perspective — remedies the situation. In it, the author uses over 250 simple line drawings to illustrate the concepts involved.Beginning with clear, concise, immediately applicPerspective, the author tells us, is easy; yet surprisingly few artists are aware of the simple rules that make it so. This easy-to-follow book — the first devoted entirely to clarifying the laws of perspective — remedies the situation. In it, the author uses over 250 simple line drawings to illustrate the concepts involved.Beginning with clear, concise, immediately applicable discussions of the horizon, vanishing point, and the crucial relationship of eye level to perspective drawing, you'll learn how to place figures and objects in a drawing, depict interiors, create shade and shadows, and achieve all the other elements necessary for a successful perspective drawing. By repeatedly stressing important points, Mr. Norling teaches you to make them second-nature. Moreover, his approach is so simple and direct that no matter how little raw talent or experience you have, you will soon be able to apply these techniques almost instinctively.Mastery of perspective is a basic skill every artist must have. This simple, nontechnical guide will enable you to master its essentials in a relatively short time. Clear and concise, this book is an essential addition to any artist's bookshelf.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417045092l/6760.jpg,"['Art', 'Art', 'Drawing', 'Nonfiction', 'Reference', 'Art', 'Art Design', 'Architecture', 'Design', 'How To', 'Education', 'Art', 'Visual Art']"
A Piece of the World (ebook),Christina Baker Kline,3.86,60252,2017,"From the #1 New York Times bestselling author of the smash bestseller Orphan Train, a stunning and atmospheric novel of friendship, passion, and art, inspired by Andrew Wyeth’s mysterious and iconic painting Christina’s World.""Later he told me that he’d been afraid to show me the painting. He thought I wouldn’t like the way he portrayed me: dragging myself across the fieldFrom the #1 New York Times bestselling author of the smash bestseller Orphan Train, a stunning and atmospheric novel of friendship, passion, and art, inspired by Andrew Wyeth’s mysterious and iconic painting Christina’s World.""Later he told me that he’d been afraid to show me the painting. He thought I wouldn’t like the way he portrayed me: dragging myself across the field, fingers clutching dirt, my legs twisted behind. The arid moonscape of wheatgrass and timothy. That dilapidated house in the distance, looming up like a secret that won’t stay hidden."" To Christina Olson, the entire world was her family’s remote farm in the small coastal town of Cushing, Maine. Born in the home her family had lived in for generations, and increasingly incapacitated by illness, Christina seemed destined for a small life. Instead, for more than twenty years, she was host and inspiration for the artist Andrew Wyeth, and became the subject of one of the best known American paintings of the twentieth century.As she did in her beloved smash bestseller Orphan Train, Christina Baker Kline interweaves fact and fiction in a powerful novel that illuminates a little-known part of America’s history. Bringing into focus the flesh-and-blood woman behind the portrait, she vividly imagines the life of a woman with a complicated relationship to her family and her past, and a special bond with one of our greatest modern artists.Told in evocative and lucid prose, A Piece of the World is a story about the burdens and blessings of family history, and how artist and muse can come together to forge a new and timeless legacy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475685582l/30255942.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Art', 'Historical', 'Audiobook', 'Adult Fiction', 'Adult', 'Book Club', 'Literary Fiction', 'Family']"
