Title,Author,Average rating,Number of Ratings,Year,Book description,Book image,Genre
"Amphigorey (Amphigorey, #1)",Edward Gorey,4.04,48366,1972,"The title of this deliciously creepy collection of Gorey's work stems from the word , meaning a nonsense verse or composition. As always, Gorey's painstakingly cross-hatched pen and ink drawings are perfectly suited to his oddball verse and prose. The first book of 15, ""The Unstrung Harp,"" describes the writing process of novelist Mr. Clavius Frederick Earbrass: ""The title of this deliciously creepy collection of Gorey's work stems from the word , meaning a nonsense verse or composition. As always, Gorey's painstakingly cross-hatched pen and ink drawings are perfectly suited to his oddball verse and prose. The first book of 15, ""The Unstrung Harp,"" describes the writing process of novelist Mr. Clavius Frederick Earbrass: ""He must be mad to go on enduring the unexquisite agony of writing when it all turns out drivel."" In ""The Listing Attic,"" you'll find a set of quirky limericks such as ""A certain young man, it was noted, / Went about in the heat thickly coated; / He said, 'You may scoff, / But I shan't take it off; / Underneath I am horribly bloated.' ""Many of Gorey's tales involve untimely deaths and dreadful mishaps, but much like tragic Irish ballads with their perky rhythms and melodies, they come off as strangely lighthearted. ""The Gashlycrumb Tinies,"" for example, begins like this: ""A is for AMY who fell down the stairs, B is for BASIL assaulted by bears,"" and so on. An eccentric, funny book for either the uninitiated or diehard Gorey fans.Contains: The Unstrung Harp, The Listing Attic, The Doubtful Guest, The Object Lesson, The Bug Book, The Fatal Lozenge, The Hapless Child, The Curious Sofa, The Willowdale Handcar, The Gashlycrumb Tinies, The Insect God, The West Wing, The Wuggly Ump, The Sinking Spell, and The Remembered Visit.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327649608l/47559.jpg,"['Art', 'Humor', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fiction', 'Poetry', 'Horror', 'Short Stories', 'Childrens', 'Picture Books', 'Gothic']"
"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.88,2069883,2003,".While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a .While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Thriller', 'Mystery Thriller', 'Historical', 'Historical Fiction', 'Adventure', 'Novels', 'Mystery', 'Crime', 'Adult']"
Andy Goldsworthy: A Collaboration with Nature (Hardcover),Andy Goldsworthy,3.92,40015,1990,"Illustrates outdoor sculptures created with a range of natural materials, including snow, ice, leaves, rock, clay, stones, feathers, and twigs.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197300l/60431.jpg,"['Art', 'Nonfiction', 'Art', 'Photography', 'Environment', 'Nature', 'Adult', 'Environment', 'Art', 'Art Design', 'Design', 'Autobiography', 'Memoir', 'Art', 'Art History']"
The Creative License: Giving Yourself Permission to Be The Artist You Truly Are (Paperback),Danny Gregory,3.96,24788,2005,"The author of ""Everyday Matters: A New York Diary"" teaches readers to open their lives to creativity and fulfillment by relearning how to draw. Handwritten and illustrated in color throughout.The author of ""Everyday Matters: A New York Diary"" teaches readers to open their lives to creativity and fulfillment by relearning how to draw. Handwritten and illustrated in color throughout.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438844434l/40168._SX318_.jpg,"['Art', 'Nonfiction', 'Art', 'Drawing', 'Language', 'Writing', 'Design', 'Self Help', 'Art', 'Art Design', 'How To', 'Reference', 'Art', 'Crafts']"
The $12 Million Stuffed Shark: The Curious Economics of Contemporary Art (Hardcover),Don Thompson,3.87,4991,2008,"Why would a smart New York investment banker pay $12 million for the decaying, stuffed carcass of a shark? By what alchemy does Jackson Pollock’s drip painting sell for $140 million?            Intriguing and entertaining,  is a  approach to the economics and psychology of the contemporary art world. Why were record pricWhy would a smart New York investment banker pay $12 million for the decaying, stuffed carcass of a shark? By what alchemy does Jackson Pollock’s drip painting No. 5, 1948 sell for $140 million?            Intriguing and entertaining, The $12 Million Stuffed Shark is a Freakonomics approach to the economics and psychology of the contemporary art world. Why were record prices achieved at auction for works by 131 contemporary artists in 2006 alone, with astonishing new heights reached in 2007? Don Thompson explores the money, lust, and self-aggrandizement of the art world in an attempt to determine what makes a particular work valuable while others are ignored.            This book is the first to look at the economics and the marketing strategies that enable the modern art market to generate such astronomical prices. Drawing on  interviews with both past and present executives of auction houses and art dealerships, artists, and the buyers who move the market, Thompson launches the reader on a journey of discovery through the peculiar world of modern art. Surprising, passionate, gossipy, revelatory, The $12 Million Stuffed Shark reveals a great deal that even experienced  auction purchasers do not know.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312070032l/3717320.jpg,"['Art', 'Nonfiction', 'Economics', 'Business', 'Art', 'Art History', 'History', 'Audiobook', 'Psychology', 'Museology', 'Museums', 'Unfinished']"
The Hare With Amber Eyes: A Family's Century of Art and Loss (Hardcover),Edmund de Waal,3.89,47062,2010,"The Ephrussis were a grand banking family, as rich and respected as the Rothschilds, who “burned like a comet” in nineteenth-century Paris and Vienna society. Yet by the end of World War II, almost the only thing remaining of their vast empire was a collection of 264 wood and ivory carvings, none of them larger than a matchbox.The renowned ceramicist Edmund de Waal became The Ephrussis were a grand banking family, as rich and respected as the Rothschilds, who “burned like a comet” in nineteenth-century Paris and Vienna society. Yet by the end of World War II, almost the only thing remaining of their vast empire was a collection of 264 wood and ivory carvings, none of them larger than a matchbox.The renowned ceramicist Edmund de Waal became the fifth generation to inherit this small and exquisite collection of netsuke. Entranced by their beauty and mystery, he determined to trace the story of his family through the story of the collection.The netsuke—drunken monks, almost-ripe plums, snarling tigers—were gathered by Charles Ephrussi at the height of the Parisian rage for all things Japanese. Charles had shunned the place set aside for him in the family business to make a study of art, and of beautiful living. An early supporter of the Impressionists, he appears, oddly formal in a top hat, in Renoir’s . Marcel Proust studied Charles closely enough to use him as a model for the aesthete and lover Swann in .Charles gave the carvings as a wedding gift to his cousin Viktor in Vienna; his children were allowed to play with one netsuke each while they watched their mother, the Baroness Emmy, dress for ball after ball. Her older daughter grew up to disdain fashionable society. Longing to write, she struck up a correspondence with Rilke, who encouraged her in her poetry.The Anschluss changed their world beyond recognition. Ephrussi and his cosmopolitan family were imprisoned or scattered, and Hitler’s theorist on the “Jewish question” appropriated their magnificent palace on the Ringstrasse. A library of priceless books and a collection of Old Master paintings were confiscated by the Nazis. But the netsuke were smuggled away by a loyal maid, Anna, and hidden in her straw mattress. Years after the war, she would find a way to return them to the family she’d served even in their exile.In The Hare with Amber Eyes, Edmund de Waal unfolds the story of a remarkable family and a tumultuous century. Sweeping yet intimate, it is a highly original meditation on art, history, and family, as elegant and precise as the netsuke themselves.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730175l/7821828.jpg,"['Nonfiction', 'History', 'Biography', 'Art', 'Autobiography', 'Memoir', 'Cultural', 'Japan', 'Historical', 'Biography Memoir', 'Cultural', 'France', 'Literature', 'Jewish']"
Art as Therapy (Hardcover),Alain de Botton,4.07,3100,2013,"What is art for? In the engaging, lively, and controversial new book, bestselling philosopher Alain de Botton, with art historian John Armstrong, proposes a new way of looking at art, suggesting that it can be useful, relevant, and - above all else - therapeutic for its audiences.De Botton argues that certain great works of art offer clues on managing the tensions and confWhat is art for? In the engaging, lively, and controversial new book, bestselling philosopher Alain de Botton, with art historian John Armstrong, proposes a new way of looking at art, suggesting that it can be useful, relevant, and - above all else - therapeutic for its audiences.De Botton argues that certain great works of art offer clues on managing the tensions and confusions of everyday life.  is packed with 150 examples of outstanding art, with chapters on Love, Nature, Money, and Politics outlining how these works can help with common difficulties. For example, Vermeer's  helps us focus on what we want to be loved for; Serra's  reminds us of the importance of dignity in suffering; and Manet's Bunch of Asparagus teaches us how to preserve and value our long-term partners.De Botton demonstrates how art can guide and console us, and along the way, help us to better understand both art and ourselves.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372431747l/17899481.jpg,"['Art', 'Nonfiction', 'Philosophy', 'Psychology', 'Art', 'Art History', 'Design', 'Self Help', 'Art', 'Art Design', 'Writing', 'Essays', 'Health', 'Mental Health']"
Art and Visual Perception: A Psychology of the Creative Eye (Paperback),Rudolf Arnheim,4.08,3422,1954,Gestalt theory and the psychology of visual perception form the basis for an analysis of art and its basic elements.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223628615l/1294306.jpg,"['Art', 'Psychology', 'Design', 'Nonfiction', 'Art', 'Art History', 'Art', 'Art Design', 'Science', 'Architecture', 'Philosophy', 'Art', 'Photography']"
An Object of Beauty (Hardcover),Steve Martin,3.75,78053,2010,"Lacey Yeager is young, captivating, and ambitious enough to take the NYC art world by storm. Groomed at Sotheby's and hungry to keep climbing the social and career ladders put before her, Lacey charms men and women, old and young, rich and even richer with her magnetic charisma and liveliness. Her ascension to the highest tiers of the city parallel the soaring heights--andLacey Yeager is young, captivating, and ambitious enough to take the NYC art world by storm. Groomed at Sotheby's and hungry to keep climbing the social and career ladders put before her, Lacey charms men and women, old and young, rich and even richer with her magnetic charisma and liveliness. Her ascension to the highest tiers of the city parallel the soaring heights--and, at times, the dark lows--of the art world and the country from the late 1990s through today.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289520035l/7907803.jpg,"['Fiction', 'Art', 'Contemporary', 'Novels', 'Audiobook', 'New York', 'Adult Fiction', 'Adult', 'Humor', 'Literary Fiction']"
In Praise of Shadows (Paperback),Jun'ichirō Tanizaki,4.09,14813,1933,"An essay on aesthetics by the Japanese novelist, this book explores architecture, jade, food, and even toilets, combining an acute sense of the use of space in buildings. The book also includes descriptions of laquerware under candlelight, and women in the darkness of the house of pleasure.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409951563l/34473.jpg,"['Nonfiction', 'Cultural', 'Japan', 'Architecture', 'Art', 'Philosophy', 'Asian Literature', 'Japanese Literature', 'Writing', 'Essays', 'Design', 'Cultural', 'Asia', 'Classics']"
Daily Rituals: How Artists Work (Hardcover),Mason Currey,3.64,17167,2013,"Franz Kafka, frustrated with his living quarters and day job, wrote in a letter to Felice Bauer in 1912, “time is short, my strength is limited, the office is a horror, the apartment is noisy, and if a pleasant, straightforward life is not possible then one must try to wriggle through by subtle maneuvers.”   Kafka is one of 161 inspired—and inspiring—minds, among them, novFranz Kafka, frustrated with his living quarters and day job, wrote in a letter to Felice Bauer in 1912, “time is short, my strength is limited, the office is a horror, the apartment is noisy, and if a pleasant, straightforward life is not possible then one must try to wriggle through by subtle maneuvers.”   Kafka is one of 161 inspired—and inspiring—minds, among them, novelists, poets, playwrights, painters, philosophers, scientists, and mathematicians, who describe how they subtly maneuver the many (self-inflicted) obstacles and (self-imposed) daily rituals to get done the work they love to do, whether by waking early or staying up late; whether by self-medicating with doughnuts or bathing, drinking vast quantities of coffee, or taking long daily walks. Thomas Wolfe wrote standing up in the kitchen, the top of the refrigerator as his desk, dreamily fondling his “male configurations”. . . Jean-Paul Sartre chewed on Corydrane tablets (a mix of amphetamine and aspirin), ingesting ten times the recommended dose each day . . . Descartes liked to linger in bed, his mind wandering in sleep through woods, gardens, and enchanted palaces where he experienced “every pleasure imaginable.” Here are: Anthony Trollope, who demanded of himself that each morning he write three thousand words (250 words every fifteen minutes for three hours) before going off to his job at the postal service, which he kept for thirty-three years during the writing of more than two dozen books . . . Karl Marx . . . Woody Allen . . . Agatha Christie . . . George Balanchine, who did most of his work while ironing . . . Leo Tolstoy . . . Charles Dickens . . . Pablo Picasso . . . George Gershwin, who, said his brother Ira, worked for twelve hours a day from late morning to midnight, composing at the piano in pajamas, bathrobe, and slippers . . . Here also are the daily rituals of Charles Darwin, Andy Warhol, John Updike, Twyla Tharp, Benjamin Franklin, William Faulkner, Jane Austen, Anne Rice, and Igor Stravinsky (he was never able to compose unless he was sure no one could hear him and, when blocked, stood on his head to “clear the brain”). Brilliantly compiled and edited, and filled with detail and anecdote, is irresistible, addictive, magically inspiring.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344618847l/15799151.jpg,"['Nonfiction', 'Language', 'Writing', 'Art', 'Biography', 'Self Help', 'Productivity', 'Self Help', 'Personal Development', 'Psychology', 'History', 'Business']"
Girl in Hyacinth Blue (Paperback),Susan Vreeland,3.74,38113,1999,"A professor invites a colleague from the art department to his home to view a painting he has kept secret for decades in Susan Vreeland's powerful historical novel, . The professor swears it's a Vermeer -- but why exactly has he kept it hidden so long? The reasons unfold in a gripping sequence of stories that trace ownership of the work back to AmsterdA professor invites a colleague from the art department to his home to view a painting he has kept secret for decades in Susan Vreeland's powerful historical novel, . The professor swears it's a Vermeer -- but why exactly has he kept it hidden so long? The reasons unfold in a gripping sequence of stories that trace ownership of the work back to Amsterdam during World War II and still further to the moment of the painting's inception.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364742503l/321577.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Art', 'Historical', 'Short Stories', 'Art', 'Art History', 'Book Club', 'Novels', 'Adult Fiction', 'Adult']"
Art as Experience (Paperback),John Dewey,3.93,5402,1934,"Based on John Dewey's lectures on esthetics, delivered as the first William James Lecturer at Harvard in 1932,  has grown to be considered internationally as the most distinguished work ever written by an American on the formal structure and characteristic effects of all the arts: architecture, sculpture, painting, music, and literature.Based on John Dewey's lectures on esthetics, delivered as the first William James Lecturer at Harvard in 1932,  has grown to be considered internationally as the most distinguished work ever written by an American on the formal structure and characteristic effects of all the arts: architecture, sculpture, painting, music, and literature.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193799l/75291.jpg,"['Art', 'Philosophy', 'Nonfiction', 'Education', 'Design', 'Philosophy', 'Theory', 'Reference', 'Research', 'Art', 'Art Design', 'Architecture', 'Art', 'Art History']"
Picture This: How Pictures Work (Hardcover),Molly Bang,4.15,3780,1991,"Everyone knows that a picture tells a thousand words. But what about the elements that make up a picture? Using the tale of Little Red Riding Hood as an example, Molly Bang uses boldly graphic artwork to explain how images -- and their individual components -- work to tell a story that engages the emotions: Why are diagonals dramatic? Why are curves calming? Why does red fEveryone knows that a picture tells a thousand words. But what about the elements that make up a picture? Using the tale of Little Red Riding Hood as an example, Molly Bang uses boldly graphic artwork to explain how images -- and their individual components -- work to tell a story that engages the emotions: Why are diagonals dramatic? Why are curves calming? Why does red feel hot and blue feel cold?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347443542l/910352.jpg,"['Art', 'Nonfiction', 'Design', 'Childrens', 'Picture Books', 'Art', 'Photography', 'Adult', 'Reference', 'Art', 'Drawing', 'Academic', 'School', 'Psychology']"
The Arrival (Hardcover),Shaun Tan,4.34,49976,2007,"In a heartbreaking parting, a man gives his wife and daughter a last kiss and boards a steamship to cross the ocean. He's embarking on the most painful yet important journey of his life- he's leaving home to build a better future for his family.Shaun Tan evokes universal aspects of an immigrant's experience through a singular work of the imagination. He does so using brillIn a heartbreaking parting, a man gives his wife and daughter a last kiss and boards a steamship to cross the ocean. He's embarking on the most painful yet important journey of his life- he's leaving home to build a better future for his family.Shaun Tan evokes universal aspects of an immigrant's experience through a singular work of the imagination. He does so using brilliantly clear and mesmerizing images. Because the main character can't communicate in words, the book forgoes them too. But while the reader experiences the main character's isolation, he also shares his ultimate joy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312827620l/920607.jpg,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Childrens', 'Picture Books', 'Fiction', 'Young Adult', 'Art', 'Childrens', 'Graphic Novels Comics', 'Historical', 'Historical Fiction']"
Good Faeries Bad Faeries (Hardcover),Brian Froud,3.92,55757,1998,"""Once upon a time, I thought faeries lived only in books, old folktales, and the past. That was before they burst upon my life as vibrant, luminous beings, permeating my art and my everyday existence, causing glorious havoc..."" In the long-awaited sequel to the international bestseller ""Faeries"", artist Brian Froud rescues pixies, gnomes, and other faeries from the isolati""Once upon a time, I thought faeries lived only in books, old folktales, and the past. That was before they burst upon my life as vibrant, luminous beings, permeating my art and my everyday existence, causing glorious havoc..."" In the long-awaited sequel to the international bestseller ""Faeries"", artist Brian Froud rescues pixies, gnomes, and other faeries from the isolation of the nursery and the distance of history, bringing them into the present day with vitality and imagination. In this richly imagined new book, Brian reveals the secrets he has learned from the faeries-- what their noses and shoes look like, what mischief and what gentle assistance they can give, what their souls and their dreams are like.As it turns out, faeries aren't all sweetness and light. In addition to such good faeries as Dream Weavers and Faery Godmothers, Brian introduces us to a host of less well behaved creatures-- traditional bad faeries like Morgana le Fay, but also the Soul Shrinker and the Gloominous Doom. The faery kingdom, we find, is as subject to good and evil as the human realm. Brilliantly documenting both the dark and the light, ""Good Faeries/Bad Faeries"" presents a world of enchantment and magic that deeply compels the imagination.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348748756l/120253.jpg,"['Fantasy', 'Art', 'Fiction', 'Paranormal', 'Fairies', 'Fantasy', 'Mythology', 'Folklore', 'Fantasy', 'Fairy Tales', 'Fairies', 'Fae', 'Science Fiction Fantasy', 'Childrens', 'Picture Books']"
The Painted Word (Paperback),Tom Wolfe,3.83,6147,1975,"""America's nerviest journalist"" () trains his satirical eye on Modern Art in this ""masterpiece"" ()Wolfe's style has never been more dazzling, his wit never more keen. He addresses the scope of Modern Art, from its founding days as Abstract Expressionism through its transformations to Pop, Op, Minimal, and Conceptual. This is Tom Wolfe ""at""America's nerviest journalist"" () trains his satirical eye on Modern Art in this ""masterpiece"" (The Washington Post)Wolfe's style has never been more dazzling, his wit never more keen. He addresses the scope of Modern Art, from its founding days as Abstract Expressionism through its transformations to Pop, Op, Minimal, and Conceptual. This is Tom Wolfe ""at his most clever, amusing, and irreverent"" (San Francisco Chronicle).",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350668236l/2671.jpg,"['Art', 'Nonfiction', 'History', 'Writing', 'Essays', 'Criticism', 'Art', 'Art History', 'Cultural', 'Culture', 'Society', 'Writing', 'Journalism', 'Art', 'Art Design']"
Dear Theo (Paperback),Vincent van Gogh,4.14,14652,1914,"Each night, Vincent van Gogh put pen to paper and poured out his heart through letters to his brother Theo. Van Gogh's letters lay bare his deepest feelings, as well as his everyday concerns and his views of the world of art.Each night, Vincent van Gogh put pen to paper and poured out his heart through letters to his brother Theo. Van Gogh's letters lay bare his deepest feelings, as well as his everyday concerns and his views of the world of art.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420843371l/198511.jpg,"['Art', 'Nonfiction', 'Biography', 'History', 'Art', 'Art History', 'Autobiography', 'Memoir', 'Classics', 'Biography Memoir', 'Biography', 'Autobiography', 'Literature']"
Make Good Art (Hardcover),Neil Gaiman,4.29,9051,2013,"In May 2012, bestselling author Neil Gaiman delivered the commencement address at Philadelphia’s University of the Arts, in which he shared his thoughts about creativity, bravery, and strength. He encouraged the fledgling painters, musicians, writers, and dreamers to break rules and think outside the box. Most of all, he encouraged them to make good art.The book Make Good In May 2012, bestselling author Neil Gaiman delivered the commencement address at Philadelphia’s University of the Arts, in which he shared his thoughts about creativity, bravery, and strength. He encouraged the fledgling painters, musicians, writers, and dreamers to break rules and think outside the box. Most of all, he encouraged them to make good art.The book Make Good Art, designed by renowned graphic artist Chip Kidd, contains the full text of Gaiman’s inspiring speech.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514077580l/16240792._SX318_.jpg,"['Nonfiction', 'Art', 'Language', 'Writing', 'Writing', 'Essays', 'Self Help', 'Design', 'Inspirational', 'Adult', 'Philosophy', 'Short Stories']"
"The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer (Kindle Edition)",Anne-Marie  O'Connor,3.97,8126,2012,"The Lady in Gold, considered an unforgettable masterpiece, one of the twentieth century's most recognizable paintings, made headlines all over the world when Ronald Lauder bought it for $135 million a century after Klimt, the most famous Austrian painter of his time, completed the society portrait. Anne-Marie O'Connor, writer for the Washington Post, formerly of the Los AnThe Lady in Gold, considered an unforgettable masterpiece, one of the twentieth century's most recognizable paintings, made headlines all over the world when Ronald Lauder bought it for $135 million a century after Klimt, the most famous Austrian painter of his time, completed the society portrait. Anne-Marie O'Connor, writer for the Washington Post, formerly of the Los Angeles Times, tells the galvanizing story of the Lady in Gold, Adele Bloch-Bauer, a dazzling Viennese Jewish society figure; daughter of the head of one of the largest banks in the Hapsburg Empire, head of the Oriental Railway, whose Orient Express went from Berlin to Constantinople; wife of Ferdinand Bauer, sugar-beet baron. The Bloch-Bauers were art patrons, and Adele herself was considered a rebel of fin de siècle Vienna (she wanted to be educated, a notion considered ""degenerate” in a society that believed women being out in the world went against their feminine ""nature""). The author describes how Adele inspired the portrait and how Klimt made more than a hundred sketches of her-simple pencil drawings on thin manila paper. And O'Connor writes of Klimt himself, son of a failed gold engraver, shunned by arts bureaucrats, called an artistic heretic in his time, a genius in ours. She writes of the Nazis confiscating the portrait of Adele from the Bloch-Bauers' grand palais; of the Austrian government putting the painting on display, stripping Adele's Jewish surname from it so that no clues to her identity (nor any hint of her Jewish origins) would be revealed. Nazi officials called the painting, ""The Lady in Gold"" and proudly exhibited it in Vienna's Baroque Belvedere Palace, consecrated in the 1930s as a Nazi institution. The author writes of the painting, inspired by the Byzantine mosaics Klimt had studied in Italy, with their exotic symbols and swirls, the subject an idol in a golden shrine. We see how, sixty years after it was stolen by the Nazis, the Portrait of Adele Bloch-Bauer became the subject of a decade-long litigation between the Austrian government and the Bloch-Bauer heirs, how and why the U.S. Supreme Court became involved in the case, and how the Court's decision had profound ramifications in the art world. In this book listeners will find riveting social history; an illuminating and haunting look at turn-of-the-century Vienna; a brilliant portrait of the evolution of a painter; a masterfully told tale of suspense. And at the heart of it, The Lady in Gold-the shimmering painting, and its equally irresistible subject, the fate of each forever intertwined.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448042074l/13369549.jpg,"['Nonfiction', 'Art', 'History', 'Art', 'Art History', 'Biography', 'War', 'World War II', 'Historical', 'World War II', 'Holocaust', 'War', 'Biography Memoir']"
Drawing the Head and Hands (Hardcover),Andrew Loomis,4.19,5629,1956,"The illustrator Andrew Loomis (1892-1959) is revered amongst artists - including the great American painter Norman Rockwell and comics superstar Alex Ross - for his mastery of figure drawing and clean, Realist style. His hugely influential series of art instruction books have never been bettered.  is the second in Titan's programme of facsimile edThe illustrator Andrew Loomis (1892-1959) is revered amongst artists - including the great American painter Norman Rockwell and comics superstar Alex Ross - for his mastery of figure drawing and clean, Realist style. His hugely influential series of art instruction books have never been bettered.  is the second in Titan's programme of facsimile editions, returning these classic titles to print for the first time in decades.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1216103150l/1421684.jpg,"['Art', 'Art', 'Drawing', 'Nonfiction', 'Reference', 'Art', 'Art Design', 'Design', 'Classics', 'Literature', '20th Century', 'Art', 'Crafts']"
Ish (Hardcover),Peter H. Reynolds,4.37,10405,2004,"A creative spirit learns that thinking ""ish-ly"" is far more wonderful than ""getting it right"" in this gentle new fable from the creator of the award-winning picture book THE DOT.Ramon loved to draw. Anytime. Anything. Anywhere.Drawing is what Ramon does. It¹s what makes him happy. But in one split second, all that changes. A single reckless remark by Ramon's older brother,A creative spirit learns that thinking ""ish-ly"" is far more wonderful than ""getting it right"" in this gentle new fable from the creator of the award-winning picture book THE DOT.Ramon loved to draw. Anytime. Anything. Anywhere.Drawing is what Ramon does. It¹s what makes him happy. But in one split second, all that changes. A single reckless remark by Ramon's older brother, Leon, turns Ramon's carefree sketches into joyless struggles. Luckily for Ramon, though, his little sister, Marisol, sees the world differently. She opens his eyes to something a lot more valuable than getting things just ""right."" Combining the spareness of fable with the potency of parable, Peter Reynolds shines a bright beam of light on the need to kindle and tend our creative flames with care.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320534668l/765654.jpg,"['Childrens', 'Picture Books', 'Art', 'Childrens', 'Fiction', 'Realistic Fiction', 'Kids', 'Inspirational', 'Psychology', 'Growth Mindset', 'Family', 'Teaching']"
Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie. (Hardcover),Luigi Serafini,4.51,3241,1981,"Questo codice miniato fantastico e misterioso, ""l'enciclopedia di un visionario"" (nella definizione di Italo Calvino), continua da anni ad affascinarci per la sua capacità di rivelazione, che si cela dietro l'enigma di una grafia chiarissima eppure sfuggente. Una nuova edizione, arricchita e aggiornata dall'autore, di un'opera che abita ormai nella memoria profonda di tuttQuesto codice miniato fantastico e misterioso, ""l'enciclopedia di un visionario"" (nella definizione di Italo Calvino), continua da anni ad affascinarci per la sua capacità di rivelazione, che si cela dietro l'enigma di una grafia chiarissima eppure sfuggente. Una nuova edizione, arricchita e aggiornata dall'autore, di un'opera che abita ormai nella memoria profonda di tutti noi.Con allegato l'opuscolo ""Decodex"" che contiene scritti di più autori sull'opera di Luigi Serafini.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1217463043l/512662.jpg,"['Art', 'Fantasy', 'Fiction', 'Science Fiction', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Cultural', 'Italy', 'Reference', 'Design', 'Mystery']"
The Birth of Venus (Paperback),Sarah Dunant,3.80,98445,2003,"Alessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interruptAlessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interrupted when Alessandra’s parents arrange her marriage to a wealthy, much older man. Meanwhile, Florence is changing, increasingly subject to the growing suppression imposed by the fundamentalist monk Savonarola, who is seizing religious and political control. Alessandra and her native city are caught between the Medici state, with its love of luxury, learning, and dazzling art, and the hellfire preaching and increasing violence of Savonarola’s reactionary followers. Played out against this turbulent backdrop, Alessandra’s married life is a misery, except for the surprising freedom it allows her to pursue her powerful attraction to the young painter and his art.  is a tour de force, the first historical novel from one of Britain’s most innovative writers of literary suspense. It brings alive the history of Florence at its most dramatic period, telling a compulsively absorbing story of love, art, religion, and power through the passionate voice of Alessandra, a heroine with the same vibrancy of spirit as her beloved city.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423923989l/28078.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Cultural', 'Italy', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Book Club', 'Literature', '15th Century']"
